0x2e3a18c95c67158342426eab5a9fd1856e869214,3.42453
0x6aaaf98e8522491bc1006cd8cf95515220144dd3,21.82619
0x252e7e8b9863f81798b1fef8cfd9741a46de653c,1.08478
0x7ba605bc00ea26512a639d5e0335eaeb3e81ad94,0.00426
0x33d3c029fd119ebb90df20c3427a97074637bf7c,26.25016
0x2577fd72cdbaf103c4c083c5a2083512ae0cdd0d,15.65094
0x99155306363ce4bb46b687a3191e0df4da6b7780,1.83644
0x287b69917a106bf981af3536103019872025bceb,0.90655
0x246ac7d5d1d6796b3a12c6f868e76c0d013c6c8c,8.80218
0xdfd60a8e1e17fbb78e8ca332906a822d862f3d57,2.08682
0xc80fdaccc65dcd6ed030fc416190f1c2ab7b12ac,7.97570
0xf75fcd9849d3365d436d0cd889ed500150c9482a,95.27488
0x7e13329dfb567a9c3c9260cff1b89f4764ae98b2,1.22951
0x55b40cd75fb1ffaea24aae875a6a55f2abc8e695,50.03132
0x09759c0ccc5e9518c33b237b97177d8bd86dd931,0.09799
0xc3663ee55178f7262a2d3eadc74d7d333d5f7e50,117.54521
0xb0fb4f19b4876ea60a7e9c508b8d8647be963cd4,6.01868
0x0f045a0d77d24c326316e0315354e7df28b4ac50,0.72189
0x19cf388796c31fa7a583270d82659ecd2b4fd490,10.47687
0x84f3cbf5b49d597d33bb148adf9e346ba5e96584,133.99743
0x814055779f8d2f591277b76c724b7adc74fb82d9,1.54870
0x0ffeb87106910eefc69c1902f411b431ffc424ff,82.50761
0x83b7a9e0b3b0f5488923107aa7aa85be3b8eba29,0.83913
0x1b51960ec186f34aab650c0897cb131c30bdbc09,697.84278
0xab58779cec2b82a75ffd103fdc88d7e3adb13468,6.40056
0x21c9aba2392dd5e15ce74bf9c8685ac4907b5fab,0.05582
0x5929a09b64c6c73048c675a90526a5d2b4e31782,18.43130
0x9030b78a312147dba34359d1a8819336fd054230,9.44948
0xac95e9dec056835d88817a8a59a06b1667c515d7,6.19850
0x7dd4640271b84f7d023946afb2b85e7964c21fa1,0.92898
0x3caafc8edc29d24ab15ae9cc954ef237f3cd9207,9.72298
0x177a35ad7e1db79f5416f74ee40a6f8cdcb5109c,41.19823
0x65f5cb909f1bcc3ff21ab88d9ef8e2ff848c03e4,39.84287
0x6fcade9de3ab9a1e57eab1684cf30e2ceba234fb,12.66278
0x0bf52bd5d9fbd7d5d57eb34c5d0c451a8e3807f9,1.39714
0x131c1eeac6ce18033be0c4c06350114ba9a94983,21.10885
0xd382d98e05abcec58d27c774c6934eed8ee497c3,6.09271
0x050d3f0d06f480cb0e8760b73dcb25428714feac,12.36507
0x505846a0a89dd26fa5cd0677fd5406039c218620,37.22730
0x124e64c9ed898d4a8b130f6acb76b33e21cd711c,3.64257
0x5dd596c901987a2b28c38a9c1dfbf86fffc15d77,132.63316
0xb4b04564f56f4795ea4e14d566af78da54a99980,1.21521
0x6868b90ba68e48b3571928a7727201b9efe1d374,5.58274
0xe8072b915aa297da2aea0c2be68deb30d0901589,1.75955
0x7d38b3b62282384f2d0142b6e2ccffbda0794583,0.86663
0xb7c70ba79a694a520d870a28a5105c4e802dc805,52.32382
0xa4f67df7e8ae7b05830d605fed535cb9e6997dcc,1.09640
0x40fe72c6dbcd1131f2ae94d6ec21e3f44377b884,0.06654
