Pool Name,Pool Address,User Address,Deposit Amount,Share rate,Luna Reward
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0x123967b5e51eef1bea412394c51aa6702eddb675,0,0.6055%,10.35436904616218600338
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0x252e7e8b9863f81798b1fef8cfd9741a46de653c,0.885158875381060113,0.1494%,2.55389633743263266332
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0x2e3a18c95c67158342426eab5a9fd1856e869214,0,0.3694%,6.31722518071857540465
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0xd91200d7652b93ec38758e94618cdc3eb10a19f5,1.224956037562149916,0.0569%,0.97246181188125477392
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0xe3dac870128f4e2d53181d77b94eea7ce813e25c,19.100561078646050759,0.7426%,12.70009498739413827387
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0xa43b4f44f21800b39a41a2c4c697d9bb18cf193f,0,2.1710%,37.12918662264423996816
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0x6fcade9de3ab9a1e57eab1684cf30e2ceba234fb,21.211108268292963905,0.8202%,14.02717364572961234538
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0xc9086b7f93e19ad9d73e9ff4e7c038b3cc1ed288,0,5.2146%,89.18227343008968621163
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0xc0838ae2be023bc8102a4532d834bb356b21c26d,0,0.1775%,3.03493285572276149953
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0xe912126a225710666d880ede47aa8d2e77981213,0,0.0067%,0.11442897358299483814
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0xacd50ada79a711b7f16a9ea2d8b611bb4722f052,0,3.1572%,53.99539616891291376487
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0x64a302b702951c8106d4b4d3033c75d0bed3b138,14.316874081371342102,0.5285%,9.03723505641225050805
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0xdb22c56f26940803095704634d0e305901cf83af,0,2.3255%,39.77092772206604683648
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0x85ace660391c4fb72581bfee3df840eda189e552,397.383703057757294023,7.6020%,130.01210146153555067796
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0x814055779f8d2f591277b76c724b7adc74fb82d9,1.760567775858404849,0.0525%,0.89643772303828352876
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0x76809deb9333b256398f04e9b06759d3f55944cb,52.533419811483213615,1.5288%,26.14601115299647478274
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0xf89b84432d78c945e646b576113ba1cc0fa1a415,89.215454216497685932,2.5200%,43.09689988957251542111
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0xca748cb3e3de6ceab581db13bb9362d4d55353b9,0,0.7745%,13.24542110527169364342
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0xa6a541269d7cbe7dad61ce4754ffc83d56c31ca6,15.994289536393722211,0.4435%,7.58335910767850939458
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0xea32a33300d64bddb9f09a8308d44c23616ec706,0,5.6396%,96.45116501540093009991
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0x505846a0a89dd26fa5cd0677fd5406039c218620,210.392347378917533615,4.0854%,69.86891652841173633198
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0x0ffeb87106910eefc69c1902f411b431ffc424ff,0,1.4706%,25.15065425505302348368
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0x1dbda4b8aa0d3bbe5caf1257c0f3b6571a94d615,0,0.0014%,0.0227579247735348606
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0x1b51960ec186f34aab650c0897cb131c30bdbc09,765.030622389909818474,17.8690%,305.6041266399454128313
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0x16f037a3ddf53da1b047a926e1833219f0a8e1fc,1551.610023292675113832,23.5043%,401.980916706729941016
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0xf75fcd9849d3365d436d0cd889ed500150c9482a,334.651370907255400131,3.0863%,52.78322758991328230081
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0x5929a09b64c6c73048c675a90526a5d2b4e31782,29.360200358864916707,0.1733%,2.96221641780921577535
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0x177a35ad7e1db79f5416f74ee40a6f8cdcb5109c,0,1.1267%,19.26883496195366725527
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0x4b581deda2f2c0650c3dfc506c86a8c140d9f699,1742.602505586450013502,13.1382%,224.69586627863906492346
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0x602a8f582b2e84a49f91899d6cdd36b825146637,43.132452335751121947,0.1797%,3.07271445936532967417
mAMZN_UST,0x8Dc427Cbcc75cAe58dD4f386979Eba6662f5C158,0x2d600708fd0b49ae46a7ac0e7387e12c0b050c3f,216.573290694336955662,0.4806%,8.2187709431625405315
