Pool Name,Pool Address,User Address,Deposit Amount,Share rate,Luna Reward
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0x6aaaf98e8522491bc1006cd8cf95515220144dd3,87.5753599,0.59%,41.0249860679733544013
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0x252e7e8b9863f81798b1fef8cfd9741a46de653c,4.368456804308390383,0.02%,2.04641898976991951715
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0x99155306363ce4bb46b687a3191e0df4da6b7780,3.047483721069040045,0.02%,1.4276044921995572184
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0xc9086b7f93e19ad9d73e9ff4e7c038b3cc1ed288,603.253155311607824912,4.13%,282.59606720862219587901
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0xd773cb337c1933469f3b446b50da0cf6bcd80bd9,78.249491520371364225,0.53%,36.65625014975512937921
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0x6c166c658e86185060b1329f0560ec590d7937da,174.863300533157710676,1.19%,81.91532956717695110309
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0x52f64aef6c36007ac03ffa18b8af9b2b83e0fc7e,11.681709520948517745,0.07%,5.47233800573881090868
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0x9a80d4034657b2731bc203678c8032bda829434f,64.158661117094659604,0.43%,30.05535097399733531161
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0x7707c947b45cab9ce0fbf4505abf637bc4027a5b,89.656195461771085041,0.61%,41.99976082229785562633
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0x41d2143c3a44edd4281e8dec9098f00e8ad0687a,438.893474118718968363,3.00%,205.60119514901211024198
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0x9f7dd5ea934d188a599567ee104e97fa46cb4496,347.083837757234538611,2.37%,162.59264734588057414696
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0xb32beb8516e95293fe9b2fed95922159e9d01ad1,2120.425784380027583809,14.52%,993.32093367008936127792
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0x439f9d50c2cfab041f8d4b9c8fc553088f88eadc,126.800282759579235266,0.86%,59.40003945820861029713
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0xed2170462e997b9590f77bf2cd3cd283b877eade,407.590835771844129502,2.79%,190.93736386658595907275
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0x814055779f8d2f591277b76c724b7adc74fb82d9,8.706158868980166917,0.05%,4.07843081333970064499
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0x10befac6e2d58b5786b75df9c6ddd5b4fbb1e40e,308.978830631510813691,2.11%,144.7422224291244945863
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0x8e370b7419f8d7bcd341a2e0c1c5a666d8ab5b4d,857.660981452399905821,5.87%,401.7743102090187318963
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0x04581b79bf2fac9ed93b41b8023271ecb86b6857,292.852685796713746371,2.00%,137.1878730329803611109
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0x5d6ee40167b0fddad44f307d3d1ae6a58d6f4953,30.097437747860413583,0.20%,14.09925081321497146248
mAAPL_UST,0xc02d1Da469d68Adc651Dd135d1A7f6b42F4d1A57,0x0ffeb87106910eefc69c1902f411b431ffc424ff,8547.425542405186940282,58.53%,4004.07162693501401598592
